ticket_id,text,category,priority,sentiment,channel,customer_tier,product,country,created_at,clean_text,text_len
TKT042911,Need more information about product Thank you.,general,P0,neutral,chat,free,Product_B,Canada,2024-09-04,need more information about product thank you,45
TKT006652,Order tracking not updating Please help urgently.,delivery,P2,neutral,email,pro,Product_A,UK,2024-08-23,order tracking not updating please help urgently,48
TKT045068,Refund not processed yet,refund,P2,positive,chat,enterprise,Product_A,Canada,2024-03-28,refund not processed yet,24
TKT006698,Refund not processed yet ASAP please.,refund,P2,neutral,email,free,Product_C,India,2024-11-11,refund not processed yet asap please,36
TKT041781,Unexpected charge on my card,billing,P2,negative,email,pro,Product_C,UK,2024-08-22,unexpected charge on my card,28
TKT017272,Refund amount incorrect,refund,P3,neutral,phone,free,Product_B,UK,2024-05-09,refund amount incorrect,23
TKT020690,I want a refund for my order,refund,P1,negative,chat,pro,Product_C,USA,2024-10-12,i want a refund for my order,28
TKT006718,Refund amount incorrect I am disappointed.,refund,P3,negative,email,pro,Product_B,Germany,2024-01-06,refund amount incorrect i am disappointed,41
TKT009948,Feature not working correctly This is very frustrating.,technical,P2,negative,phone,pro,Product_A,USA,2024-05-17,feature not working correctly this is very frustrating,54
TKT034767,Need to change email Kindly resolve this.,account,P3,positive,chat,free,Product_B,Germany,2024-02-05,need to change email kindly resolve this,40
TKT007524,Need help understanding pricing,general,P2,negative,phone,pro,Product_B,USA,2024-10-03,need help understanding pricing,31
TKT038371,Need more information about product Not satisfied.,general,P3,negative,email,enterprise,Product_A,USA,2024-05-11,need more information about product not satisfied,49
TKT049630,Need help understanding pricing ASAP please.,general,P3,negative,phone,pro,Product_A,India,2024-12-09,need help understanding pricing asap please,43
TKT034721,Account locked Very happy with support.,account,P1,neutral,chat,pro,Product_B,UK,2024-11-26,account locked very happy with support,38
TKT016406,Billing error on last payment This is very frustrating.,billing,P3,neutral,email,pro,Product_B,India,2024-09-28,billing error on last payment this is very frustrating,54
TKT021203,Requesting refund immediately Very happy with support.,refund,P3,negative,email,pro,Product_A,Germany,2024-07-25,requesting refund immediately very happy with support,53
TKT009130,Refund not processed yet This is very frustrating.,refund,P2,negative,email,enterprise,Product_C,Canada,2024-11-13,refund not processed yet this is very frustrating,49
TKT020795,Need to change email,account,P1,negative,email,enterprise,Product_C,USA,2024-07-02,need to change email,20
TKT026586,Forgot password Thank you.,account,P3,neutral,phone,free,Product_A,Germany,2024-07-21,forgot password thank you,25
TKT026043,General inquiry I am disappointed.,general,P3,positive,chat,free,Product_C,USA,2024-02-07,general inquiry i am disappointed,33
TKT032959,Billing error on last payment,billing,P1,neutral,chat,enterprise,Product_B,India,2024-04-14,billing error on last payment,29
TKT046553,How does this feature work? Kindly resolve this.,general,P3,negative,phone,free,Product_B,Canada,2024-03-14,how does this feature work kindly resolve this,46
TKT016456,Package missing Kindly resolve this.,delivery,P1,negative,chat,enterprise,Product_B,UK,2024-03-22,package missing kindly resolve this,35
TKT000422,Delivery is delayed Not satisfied.,delivery,P2,negative,email,pro,Product_C,Canada,2024-05-27,delivery is delayed not satisfied,33
TKT033286,I want a refund for my order I am disappointed.,refund,P1,neutral,phone,pro,Product_B,India,2024-06-17,i want a refund for my order i am disappointed,46
TKT034153,App keeps crashing when I login Very happy with support.,technical,P2,negative,chat,pro,Product_A,Germany,2024-10-24,app keeps crashing when i login very happy with support,55
TKT043953,App keeps crashing when I login I am disappointed.,technical,P3,neutral,email,enterprise,Product_A,India,2024-06-13,app keeps crashing when i login i am disappointed,49
TKT025147,Need more information about product I am disappointed.,general,P2,positive,email,enterprise,Product_B,Germany,2024-05-01,need more information about product i am disappointed,53
TKT042535,Feature not working correctly Please help urgently.,technical,P0,positive,email,enterprise,Product_C,Germany,2024-10-28,feature not working correctly please help urgently,50
TKT039156,How does this feature work? I am disappointed.,general,P2,positive,chat,enterprise,Product_A,UK,2024-02-27,how does this feature work i am disappointed,44
TKT043046,Received wrong product I am disappointed.,delivery,P2,neutral,email,enterprise,Product_C,India,2024-01-12,received wrong product i am disappointed,40
TKT042036,Need more information about product,general,P2,neutral,phone,free,Product_B,Germany,2024-07-24,need more information about product,35
TKT041166,Refund not processed yet,refund,P2,negative,chat,free,Product_C,UK,2024-11-10,refund not processed yet,24
TKT014368,Unexpected charge on my card Not satisfied.,billing,P3,neutral,email,pro,Product_C,UK,2024-01-14,unexpected charge on my card not satisfied,42
TKT017694,Website not loading properly Very happy with support.,technical,P3,neutral,phone,pro,Product_B,Canada,2024-02-07,website not loading properly very happy with support,52
TKT008236,Need more information about product This is very frustrating.,general,P2,negative,chat,pro,Product_A,Germany,2024-09-22,need more information about product this is very frustrating,60
TKT010111,Delivery is delayed Thank you.,delivery,P3,neutral,chat,enterprise,Product_C,Canada,2024-12-01,delivery is delayed thank you,29
TKT047293,Need to change email ASAP please.,account,P2,negative,email,free,Product_C,Germany,2024-12-16,need to change email asap please,32
TKT037770,Do you offer discounts? Not satisfied.,general,P1,positive,phone,free,Product_A,Germany,2024-04-04,do you offer discounts not satisfied,36
TKT025680,Unable to reset my password Thank you.,technical,P3,negative,phone,pro,Product_C,India,2024-10-08,unable to reset my password thank you,37
TKT018853,Unexpected charge on my card I am disappointed.,billing,P2,neutral,email,free,Product_B,India,2024-01-18,unexpected charge on my card i am disappointed,46
TKT038507,Refund amount incorrect Very happy with support.,refund,P0,negative,phone,pro,Product_B,Germany,2024-02-04,refund amount incorrect very happy with support,47
TKT010375,Unable to reset my password I am disappointed.,technical,P2,positive,chat,pro,Product_A,Canada,2024-03-19,unable to reset my password i am disappointed,45
TKT031550,How does this feature work? Very happy with support.,general,P2,neutral,email,pro,Product_B,India,2024-08-23,how does this feature work very happy with support,50
TKT006402,Billing error on last payment This is very frustrating.,billing,P3,positive,email,enterprise,Product_B,UK,2024-02-03,billing error on last payment this is very frustrating,54
TKT001205,General inquiry I am disappointed.,general,P1,neutral,email,enterprise,Product_A,Canada,2024-03-24,general inquiry i am disappointed,33
TKT048238,Requesting refund immediately Thank you.,refund,P1,negative,email,pro,Product_B,India,2024-10-02,requesting refund immediately thank you,39
TKT047533,Account access issue,account,P2,negative,email,free,Product_A,India,2024-10-23,account access issue,20
TKT005628,Do you offer discounts? Very happy with support.,general,P2,negative,chat,pro,Product_A,USA,2024-04-16,do you offer discounts very happy with support,46
TKT049950,Do you offer discounts? Kindly resolve this.,general,P2,negative,phone,enterprise,Product_C,India,2024-10-17,do you offer discounts kindly resolve this,42
TKT021892,Getting server error Very happy with support.,technical,P3,neutral,phone,free,Product_B,India,2024-10-04,getting server error very happy with support,44
TKT031802,Forgot password ASAP please.,account,P3,negative,phone,free,Product_B,USA,2024-10-08,forgot password asap please,27
TKT009981,Need more information about product Very happy with support.,general,P3,neutral,phone,enterprise,Product_B,India,2024-02-13,need more information about product very happy with support,59
TKT038162,Why was extra tax added? I am disappointed.,billing,P1,neutral,chat,enterprise,Product_A,India,2024-04-10,why was extra tax added i am disappointed,41
TKT000113,Unexpected charge on my card I am disappointed.,billing,P2,positive,phone,enterprise,Product_A,Germany,2024-11-06,unexpected charge on my card i am disappointed,46
TKT032238,Refund not processed yet Not satisfied.,refund,P2,positive,chat,enterprise,Product_A,India,2024-02-19,refund not processed yet not satisfied,38
TKT029780,When will my refund arrive?,refund,P2,positive,phone,pro,Product_B,India,2024-12-08,when will my refund arrive,26
TKT003903,Package missing ASAP please.,delivery,P3,neutral,email,pro,Product_A,UK,2024-01-17,package missing asap please,27
TKT024544,General inquiry I am disappointed.,general,P2,neutral,chat,pro,Product_B,Germany,2024-10-04,general inquiry i am disappointed,33
TKT014722,Need more information about product Thank you.,general,P2,neutral,email,pro,Product_A,Canada,2024-03-02,need more information about product thank you,45
TKT045180,Refund amount incorrect Very happy with support.,refund,P0,negative,email,enterprise,Product_B,UK,2024-04-15,refund amount incorrect very happy with support,47
TKT028411,Account locked,account,P3,negative,phone,free,Product_C,Germany,2024-08-01,account locked,14
TKT028765,Getting server error Not satisfied.,technical,P1,neutral,chat,free,Product_B,Canada,2024-06-07,getting server error not satisfied,34
TKT035765,Why was extra tax added? Thank you.,billing,P3,neutral,chat,pro,Product_A,USA,2024-12-08,why was extra tax added thank you,33
TKT019338,I want a refund for my order Not satisfied.,refund,P0,neutral,chat,free,Product_A,USA,2024-08-31,i want a refund for my order not satisfied,42
TKT021186,Delivery is delayed Kindly resolve this.,delivery,P1,neutral,email,enterprise,Product_A,Canada,2024-07-04,delivery is delayed kindly resolve this,39
TKT008559,Feature not working correctly Not satisfied.,technical,P1,neutral,chat,enterprise,Product_A,Germany,2024-11-24,feature not working correctly not satisfied,43
TKT019926,Feature not working correctly Not satisfied.,technical,P1,positive,email,pro,Product_A,Germany,2024-08-28,feature not working correctly not satisfied,43
TKT021566,Account access issue Not satisfied.,account,P1,positive,email,enterprise,Product_C,USA,2024-02-18,account access issue not satisfied,34
TKT042362,Delivery is delayed Not satisfied.,delivery,P3,negative,phone,free,Product_B,India,2024-04-30,delivery is delayed not satisfied,33
TKT046746,Need help understanding pricing Please help urgently.,general,P1,negative,phone,free,Product_C,Canada,2024-08-21,need help understanding pricing please help urgently,52
TKT021480,Unexpected charge on my card Kindly resolve this.,billing,P3,positive,email,pro,Product_A,Canada,2024-01-23,unexpected charge on my card kindly resolve this,48
TKT017207,Package missing Very happy with support.,delivery,P2,negative,phone,pro,Product_C,USA,2024-04-18,package missing very happy with support,39
TKT003752,How does this feature work? Please help urgently.,general,P3,neutral,phone,free,Product_A,Germany,2024-10-07,how does this feature work please help urgently,47
TKT026750,How does this feature work? Thank you.,general,P2,negative,email,enterprise,Product_B,UK,2024-02-28,how does this feature work thank you,36
TKT042333,Package missing Not satisfied.,delivery,P2,positive,email,pro,Product_C,UK,2024-04-24,package missing not satisfied,29
TKT007896,Why was extra tax added? This is very frustrating.,billing,P3,negative,chat,enterprise,Product_C,UK,2024-12-08,why was extra tax added this is very frustrating,48
TKT010811,My package has not arrived yet Very happy with support.,delivery,P2,positive,phone,enterprise,Product_C,Canada,2024-02-07,my package has not arrived yet very happy with support,54
TKT020053,Refund amount incorrect Please help urgently.,refund,P1,negative,phone,free,Product_A,UK,2024-04-13,refund amount incorrect please help urgently,44
TKT016910,Getting server error Kindly resolve this.,technical,P2,neutral,phone,free,Product_C,India,2024-03-22,getting server error kindly resolve this,40
TKT023003,Delivery is delayed Not satisfied.,delivery,P3,negative,phone,pro,Product_A,Canada,2024-12-22,delivery is delayed not satisfied,33
TKT018549,Package missing Very happy with support.,delivery,P3,positive,phone,pro,Product_A,Canada,2024-04-14,package missing very happy with support,39
TKT023408,Getting server error This is very frustrating.,technical,P2,neutral,phone,free,Product_A,USA,2024-05-26,getting server error this is very frustrating,45
TKT003759,Received wrong product Not satisfied.,delivery,P0,neutral,chat,enterprise,Product_C,USA,2024-11-10,received wrong product not satisfied,36
TKT027064,Package missing I am disappointed.,delivery,P0,negative,phone,pro,Product_C,UK,2024-08-12,package missing i am disappointed,33
TKT028446,App keeps crashing when I login Kindly resolve this.,technical,P3,positive,phone,free,Product_A,India,2024-09-09,app keeps crashing when i login kindly resolve this,51
TKT029377,Account access issue,account,P2,negative,chat,pro,Product_A,USA,2024-12-09,account access issue,20
TKT000852,Website not loading properly ASAP please.,technical,P1,negative,phone,enterprise,Product_C,Germany,2024-11-08,website not loading properly asap please,40
TKT005004,Why was extra tax added? Not satisfied.,billing,P3,neutral,email,enterprise,Product_C,UK,2024-10-13,why was extra tax added not satisfied,37
TKT034845,Received wrong product ASAP please.,delivery,P3,negative,phone,enterprise,Product_C,Germany,2024-04-23,received wrong product asap please,34
TKT044670,I was charged twice for my subscription I am disappointed.,billing,P2,neutral,phone,free,Product_A,USA,2024-05-22,i was charged twice for my subscription i am disappointed,57
TKT044781,I was charged twice for my subscription Not satisfied.,billing,P1,positive,phone,pro,Product_B,UK,2024-02-08,i was charged twice for my subscription not satisfied,53
TKT019127,I was charged twice for my subscription,billing,P3,neutral,phone,enterprise,Product_A,USA,2024-05-21,i was charged twice for my subscription,39
TKT016352,Requesting refund immediately ASAP please.,refund,P2,negative,email,free,Product_C,UK,2024-05-16,requesting refund immediately asap please,41
TKT012578,My package has not arrived yet Kindly resolve this.,delivery,P1,neutral,email,pro,Product_A,UK,2024-07-05,my package has not arrived yet kindly resolve this,50
TKT025964,My package has not arrived yet Please help urgently.,delivery,P3,positive,email,pro,Product_C,Germany,2024-01-16,my package has not arrived yet please help urgently,51
TKT044637,When will my refund arrive? This is very frustrating.,refund,P2,negative,phone,enterprise,Product_C,USA,2024-04-01,when will my refund arrive this is very frustrating,51
TKT018099,Received wrong product Please help urgently.,delivery,P1,negative,phone,free,Product_B,USA,2024-04-12,received wrong product please help urgently,43
TKT048855,Website not loading properly Not satisfied.,technical,P1,negative,phone,pro,Product_C,UK,2024-04-14,website not loading properly not satisfied,42
TKT029167,Feature not working correctly Kindly resolve this.,technical,P2,negative,phone,enterprise,Product_A,USA,2024-02-14,feature not working correctly kindly resolve this,49
TKT037656,Unexpected charge on my card Kindly resolve this.,billing,P2,negative,email,free,Product_A,Germany,2024-06-15,unexpected charge on my card kindly resolve this,48
TKT026061,Package missing I am disappointed.,delivery,P3,positive,email,pro,Product_B,USA,2024-04-06,package missing i am disappointed,33
TKT048752,Need help understanding pricing This is very frustrating.,general,P1,neutral,email,enterprise,Product_B,Germany,2024-03-11,need help understanding pricing this is very frustrating,56
TKT012380,I was charged twice for my subscription I am disappointed.,billing,P2,negative,email,enterprise,Product_B,UK,2024-11-24,i was charged twice for my subscription i am disappointed,57
TKT029922,Requesting refund immediately Please help urgently.,refund,P2,negative,phone,pro,Product_B,India,2024-09-28,requesting refund immediately please help urgently,50
TKT010156,Need more information about product ASAP please.,general,P3,negative,chat,enterprise,Product_C,Canada,2024-12-24,need more information about product asap please,47
TKT007535,Billing error on last payment Please help urgently.,billing,P1,positive,chat,free,Product_C,India,2024-07-19,billing error on last payment please help urgently,50
TKT037505,Do you offer discounts? I am disappointed.,general,P2,negative,email,pro,Product_B,Germany,2024-11-29,do you offer discounts i am disappointed,40
TKT034293,Need to change email,account,P3,positive,phone,enterprise,Product_B,India,2024-02-04,need to change email,20
TKT006411,Do you offer discounts? ASAP please.,general,P2,negative,chat,enterprise,Product_B,Canada,2024-09-09,do you offer discounts asap please,34
TKT038278,Requesting refund immediately Thank you.,refund,P1,neutral,phone,enterprise,Product_B,UK,2024-01-04,requesting refund immediately thank you,39
TKT025653,App keeps crashing when I login Please help urgently.,technical,P2,neutral,chat,pro,Product_A,Germany,2024-07-07,app keeps crashing when i login please help urgently,52
TKT041325,Account access issue ASAP please.,account,P1,neutral,phone,enterprise,Product_B,Canada,2024-10-02,account access issue asap please,32
TKT008162,Requesting refund immediately This is very frustrating.,refund,P1,positive,chat,pro,Product_C,India,2024-02-08,requesting refund immediately this is very frustrating,54
TKT004249,I want a refund for my order Very happy with support.,refund,P2,negative,phone,free,Product_B,Germany,2024-12-24,i want a refund for my order very happy with support,52
TKT020143,Why was extra tax added? I am disappointed.,billing,P2,positive,email,enterprise,Product_C,Germany,2024-11-05,why was extra tax added i am disappointed,41
TKT049575,General inquiry,general,P3,negative,phone,free,Product_A,India,2024-05-16,general inquiry,15
TKT007314,Refund amount incorrect Please help urgently.,refund,P1,neutral,email,pro,Product_C,USA,2024-04-26,refund amount incorrect please help urgently,44
TKT047737,When will my refund arrive? Please help urgently.,refund,P2,neutral,chat,pro,Product_B,UK,2024-08-05,when will my refund arrive please help urgently,47
TKT020238,Unexpected charge on my card Thank you.,billing,P3,positive,email,enterprise,Product_B,Canada,2024-11-30,unexpected charge on my card thank you,38
TKT004620,Why was extra tax added? Please help urgently.,billing,P2,negative,chat,pro,Product_A,Germany,2024-07-30,why was extra tax added please help urgently,44
TKT006665,Need more information about product Not satisfied.,general,P2,negative,email,free,Product_B,Canada,2024-10-03,need more information about product not satisfied,49
TKT014913,How does this feature work? Very happy with support.,general,P1,neutral,phone,free,Product_A,UK,2024-11-17,how does this feature work very happy with support,50
TKT047135,Package missing,delivery,P1,negative,email,enterprise,Product_C,Canada,2024-09-08,package missing,15
TKT006317,Account access issue Very happy with support.,account,P1,neutral,chat,enterprise,Product_B,Germany,2024-03-25,account access issue very happy with support,44
TKT029229,Refund amount incorrect Kindly resolve this.,refund,P1,negative,phone,free,Product_A,India,2024-11-14,refund amount incorrect kindly resolve this,43
TKT042867,Need to change email I am disappointed.,account,P2,neutral,phone,pro,Product_B,Germany,2024-06-20,need to change email i am disappointed,38
TKT013823,Why was extra tax added? Not satisfied.,billing,P0,negative,email,pro,Product_C,India,2024-12-31,why was extra tax added not satisfied,37
TKT045534,Account locked,account,P3,negative,email,free,Product_C,Canada,2024-08-02,account locked,14
TKT002924,My package has not arrived yet Thank you.,delivery,P2,negative,phone,pro,Product_A,UK,2024-03-23,my package has not arrived yet thank you,40
TKT036625,When will my refund arrive? Very happy with support.,refund,P2,negative,phone,free,Product_B,India,2024-10-07,when will my refund arrive very happy with support,50
TKT004540,Need to change email,account,P2,negative,email,enterprise,Product_A,Germany,2024-11-16,need to change email,20
TKT011881,Need to change email Very happy with support.,account,P1,positive,chat,free,Product_A,Canada,2024-01-25,need to change email very happy with support,44
TKT049983,I was charged twice for my subscription This is very frustrating.,billing,P2,negative,chat,enterprise,Product_C,UK,2024-07-31,i was charged twice for my subscription this is very frustrating,64
TKT040799,Need more information about product,general,P3,negative,phone,enterprise,Product_C,USA,2024-09-03,need more information about product,35
TKT005975,Account access issue Very happy with support.,account,P1,positive,phone,enterprise,Product_A,India,2024-05-03,account access issue very happy with support,44
TKT039813,I was charged twice for my subscription Not satisfied.,billing,P2,negative,email,pro,Product_B,USA,2024-06-07,i was charged twice for my subscription not satisfied,53
TKT000095,General inquiry This is very frustrating.,general,P3,negative,email,enterprise,Product_C,India,2024-08-10,general inquiry this is very frustrating,40
TKT042381,Received wrong product Kindly resolve this.,delivery,P2,negative,email,free,Product_C,Canada,2024-09-21,received wrong product kindly resolve this,42
TKT009708,Refund amount incorrect I am disappointed.,refund,P3,negative,email,enterprise,Product_B,Canada,2024-12-07,refund amount incorrect i am disappointed,41
TKT011580,Account access issue Not satisfied.,account,P2,positive,chat,pro,Product_B,Germany,2024-07-11,account access issue not satisfied,34
TKT001967,Package missing Thank you.,delivery,P2,negative,chat,enterprise,Product_C,Germany,2024-06-23,package missing thank you,25
TKT000573,Order tracking not updating Very happy with support.,delivery,P2,neutral,phone,enterprise,Product_B,Canada,2024-09-23,order tracking not updating very happy with support,51
TKT013590,When will my refund arrive? ASAP please.,refund,P2,positive,email,pro,Product_A,USA,2024-11-22,when will my refund arrive asap please,38
TKT028048,Package missing Not satisfied.,delivery,P1,negative,phone,pro,Product_C,Germany,2024-10-06,package missing not satisfied,29
TKT018028,General inquiry This is very frustrating.,general,P2,neutral,phone,free,Product_A,India,2024-01-27,general inquiry this is very frustrating,40
TKT015822,Need more information about product This is very frustrating.,general,P1,negative,phone,enterprise,Product_A,Germany,2024-03-09,need more information about product this is very frustrating,60
TKT046175,App keeps crashing when I login,technical,P3,neutral,phone,enterprise,Product_A,Germany,2024-05-01,app keeps crashing when i login,31
TKT021268,Feature not working correctly Kindly resolve this.,technical,P3,negative,email,free,Product_A,UK,2024-08-02,feature not working correctly kindly resolve this,49
TKT049104,Order tracking not updating,delivery,P3,negative,email,enterprise,Product_C,Canada,2024-11-06,order tracking not updating,27
TKT022816,Account access issue ASAP please.,account,P2,neutral,chat,pro,Product_B,USA,2024-09-19,account access issue asap please,32
TKT007465,Why was extra tax added? ASAP please.,billing,P2,negative,email,free,Product_C,Canada,2024-11-27,why was extra tax added asap please,35
TKT019027,Refund amount incorrect Thank you.,refund,P1,neutral,email,free,Product_C,Germany,2024-02-13,refund amount incorrect thank you,33
TKT049415,Refund not processed yet This is very frustrating.,refund,P2,neutral,email,pro,Product_A,UK,2024-12-12,refund not processed yet this is very frustrating,49
TKT048866,My package has not arrived yet ASAP please.,delivery,P3,negative,chat,enterprise,Product_A,India,2024-11-13,my package has not arrived yet asap please,42
TKT004563,Unable to reset my password Kindly resolve this.,technical,P2,negative,phone,enterprise,Product_A,UK,2024-05-07,unable to reset my password kindly resolve this,47
TKT007189,Do you offer discounts?,general,P0,negative,email,enterprise,Product_B,Germany,2024-10-05,do you offer discounts,22
TKT026692,Account access issue Thank you.,account,P0,neutral,email,free,Product_C,Canada,2024-06-08,account access issue thank you,30
TKT000923,Feature not working correctly,technical,P1,negative,email,free,Product_C,USA,2024-06-24,feature not working correctly,29
TKT028734,Website not loading properly ASAP please.,technical,P3,negative,phone,pro,Product_C,USA,2024-10-09,website not loading properly asap please,40
TKT047976,Unexpected charge on my card,billing,P1,neutral,phone,pro,Product_B,India,2024-07-22,unexpected charge on my card,28
TKT043479,App keeps crashing when I login Please help urgently.,technical,P0,negative,chat,free,Product_C,India,2024-05-06,app keeps crashing when i login please help urgently,52
TKT024745,Refund amount incorrect Please help urgently.,refund,P3,neutral,phone,enterprise,Product_B,Germany,2024-03-13,refund amount incorrect please help urgently,44
TKT006023,When will my refund arrive? Very happy with support.,refund,P3,negative,phone,free,Product_A,Canada,2024-08-01,when will my refund arrive very happy with support,50
TKT037362,I want a refund for my order,refund,P1,positive,email,free,Product_B,Canada,2024-04-09,i want a refund for my order,28
TKT008719,Billing error on last payment Kindly resolve this.,billing,P3,negative,chat,pro,Product_B,UK,2024-04-28,billing error on last payment kindly resolve this,49
TKT001463,Need to change email This is very frustrating.,account,P3,positive,chat,enterprise,Product_C,Canada,2024-06-15,need to change email this is very frustrating,45
TKT043229,Received wrong product Thank you.,delivery,P3,positive,chat,enterprise,Product_C,India,2024-01-05,received wrong product thank you,32
TKT010369,App keeps crashing when I login Not satisfied.,technical,P1,negative,email,pro,Product_A,India,2024-05-31,app keeps crashing when i login not satisfied,45
TKT028618,Account access issue Not satisfied.,account,P1,neutral,phone,pro,Product_B,India,2024-01-05,account access issue not satisfied,34
TKT047986,I want a refund for my order,refund,P3,negative,email,free,Product_A,Canada,2024-09-05,i want a refund for my order,28
TKT029386,Unable to reset my password I am disappointed.,technical,P2,negative,chat,pro,Product_C,USA,2024-11-04,unable to reset my password i am disappointed,45
TKT020589,Refund not processed yet ASAP please.,refund,P2,neutral,phone,pro,Product_B,Germany,2024-02-07,refund not processed yet asap please,36
TKT009430,Refund not processed yet Kindly resolve this.,refund,P2,negative,phone,pro,Product_A,Canada,2024-10-17,refund not processed yet kindly resolve this,44
TKT010171,Need help understanding pricing Not satisfied.,general,P0,negative,chat,enterprise,Product_C,UK,2024-12-04,need help understanding pricing not satisfied,45
TKT015623,Getting server error Very happy with support.,technical,P1,neutral,email,enterprise,Product_A,Germany,2024-12-07,getting server error very happy with support,44
TKT027510,Unable to reset my password Thank you.,technical,P0,negative,phone,pro,Product_B,USA,2024-08-04,unable to reset my password thank you,37
TKT026369,App keeps crashing when I login Kindly resolve this.,technical,P3,negative,chat,pro,Product_B,UK,2024-02-19,app keeps crashing when i login kindly resolve this,51
TKT037334,General inquiry Kindly resolve this.,general,P1,neutral,phone,free,Product_C,USA,2024-03-07,general inquiry kindly resolve this,35
TKT039521,General inquiry I am disappointed.,general,P3,negative,chat,free,Product_C,Germany,2024-06-24,general inquiry i am disappointed,33
TKT002107,Billing error on last payment,billing,P3,neutral,email,pro,Product_C,Canada,2024-09-08,billing error on last payment,29
TKT041468,My invoice amount is incorrect Kindly resolve this.,billing,P0,neutral,chat,enterprise,Product_B,USA,2024-07-28,my invoice amount is incorrect kindly resolve this,50
TKT005666,My package has not arrived yet I am disappointed.,delivery,P3,positive,chat,enterprise,Product_C,India,2024-06-30,my package has not arrived yet i am disappointed,48
TKT010202,Requesting refund immediately,refund,P2,negative,phone,pro,Product_A,UK,2024-02-10,requesting refund immediately,29
TKT031626,Requesting refund immediately,refund,P3,negative,phone,pro,Product_B,India,2024-09-30,requesting refund immediately,29
TKT023502,Account access issue This is very frustrating.,account,P3,neutral,phone,enterprise,Product_A,India,2024-09-28,account access issue this is very frustrating,45
TKT046776,My package has not arrived yet Kindly resolve this.,delivery,P2,negative,email,enterprise,Product_C,UK,2024-08-09,my package has not arrived yet kindly resolve this,50
TKT005024,Received wrong product Kindly resolve this.,delivery,P3,neutral,email,pro,Product_B,Canada,2024-08-14,received wrong product kindly resolve this,42
TKT017261,Need more information about product Very happy with support.,general,P2,neutral,email,enterprise,Product_A,UK,2024-04-27,need more information about product very happy with support,59
TKT021079,Website not loading properly Thank you.,technical,P2,neutral,chat,enterprise,Product_C,USA,2024-10-10,website not loading properly thank you,38
TKT046733,Received wrong product ASAP please.,delivery,P2,negative,chat,free,Product_A,USA,2024-01-19,received wrong product asap please,34
TKT041975,Billing error on last payment I am disappointed.,billing,P2,positive,email,enterprise,Product_C,UK,2024-04-28,billing error on last payment i am disappointed,47
TKT023547,I want a refund for my order Thank you.,refund,P1,negative,chat,free,Product_C,Canada,2024-11-03,i want a refund for my order thank you,38
TKT035900,I want a refund for my order Thank you.,refund,P2,neutral,phone,free,Product_C,Canada,2024-11-24,i want a refund for my order thank you,38
TKT039742,Received wrong product Very happy with support.,delivery,P2,positive,phone,pro,Product_A,Canada,2024-01-25,received wrong product very happy with support,46
TKT028685,Refund amount incorrect I am disappointed.,refund,P1,negative,email,free,Product_B,Canada,2024-02-12,refund amount incorrect i am disappointed,41
TKT016077,Package missing,delivery,P3,negative,chat,pro,Product_A,USA,2024-01-23,package missing,15
TKT042722,Why was extra tax added? Thank you.,billing,P2,neutral,email,enterprise,Product_C,Canada,2024-06-17,why was extra tax added thank you,33
TKT012388,Cannot login to my account Kindly resolve this.,account,P2,neutral,chat,pro,Product_A,Germany,2024-12-03,cannot login to my account kindly resolve this,46
TKT044073,Account locked I am disappointed.,account,P3,negative,email,pro,Product_A,Germany,2024-06-08,account locked i am disappointed,32
TKT026532,I want a refund for my order Kindly resolve this.,refund,P2,neutral,email,free,Product_B,India,2024-01-18,i want a refund for my order kindly resolve this,48
TKT042159,Getting server error Please help urgently.,technical,P3,negative,phone,pro,Product_B,Germany,2024-09-23,getting server error please help urgently,41
TKT033610,Order tracking not updating ASAP please.,delivery,P0,negative,chat,free,Product_A,USA,2024-03-02,order tracking not updating asap please,39
TKT043475,Forgot password ASAP please.,account,P3,negative,email,pro,Product_A,Germany,2024-07-01,forgot password asap please,27
TKT028365,Need help understanding pricing Kindly resolve this.,general,P2,negative,email,pro,Product_C,Germany,2024-03-07,need help understanding pricing kindly resolve this,51
TKT027699,Feature not working correctly Not satisfied.,technical,P2,negative,chat,free,Product_C,UK,2024-01-02,feature not working correctly not satisfied,43
TKT000115,Cannot login to my account Please help urgently.,account,P2,neutral,phone,free,Product_B,UK,2024-04-16,cannot login to my account please help urgently,47
TKT007918,Received wrong product Kindly resolve this.,delivery,P2,positive,phone,enterprise,Product_A,UK,2024-01-09,received wrong product kindly resolve this,42
TKT029741,Received wrong product,delivery,P2,negative,email,enterprise,Product_C,UK,2024-01-31,received wrong product,22
TKT007043,Cannot login to my account I am disappointed.,account,P1,neutral,chat,pro,Product_A,Canada,2024-07-03,cannot login to my account i am disappointed,44
TKT019578,I want a refund for my order,refund,P2,negative,email,free,Product_B,USA,2024-07-16,i want a refund for my order,28
TKT029755,My invoice amount is incorrect Very happy with support.,billing,P2,negative,email,pro,Product_A,Germany,2024-12-31,my invoice amount is incorrect very happy with support,54
TKT021912,Unexpected charge on my card I am disappointed.,billing,P3,neutral,phone,free,Product_A,Germany,2024-05-15,unexpected charge on my card i am disappointed,46
TKT018789,My package has not arrived yet Thank you.,delivery,P2,negative,phone,free,Product_C,India,2024-12-01,my package has not arrived yet thank you,40
TKT047738,Website not loading properly ASAP please.,technical,P3,negative,chat,free,Product_B,India,2024-08-25,website not loading properly asap please,40
